N=2, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 
1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 
1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 
1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 
N=256, 
12, 12, 12, 12, 12, 12, 13, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 13, 12, 
13, 12, 12, 13, 12, 12, 12, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 13, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
12, 12, 12, 12, 12, 12, 12, 12, 12, 12, 
N=512, 
22, 22, 21, 21, 22, 23, 21, 22, 23, 22, 
23, 23, 23, 51, 23, 21, 22, 26, 28, 44, 
21, 22, 21, 24, 22, 23, 23, 23, 22, 22, 
23, 21, 22, 23, 21, 24, 23, 21, 23, 23, 
21, 21, 21, 25, 22, 24, 25, 21, 23, 25, 
21, 22, 23, 21, 21, 21, 24, 21, 22, 40, 
21, 23, 22, 21, 22, 24, 21, 22, 22, 21, 
22, 22, 22, 21, 22, 23, 23, 24, 24, 22, 
23, 22, 24, 21, 22, 23, 23, 21, 22, 23, 
21, 22, 22, 21, 22, 23, 21, 24, 23, 23, 
N=1024, 
43, 45, 44, 46, 45, 42, 45, 46, 73, 43, 
42, 48, 46, 41, 46, 45, 44, 46, 42, 46, 
46, 42, 41, 45, 48, 41, 46, 45, 44, 46, 
43, 44, 45, 43, 44, 46, 41, 41, 45, 83, 
45, 44, 43, 44, 46, 44, 44, 46, 41, 44, 
46, 41, 45, 46, 42, 44, 45, 43, 44, 48, 
42, 46, 80, 40, 48, 44, 44, 44, 43, 41, 
45, 43, 42, 46, 43, 45, 45, 44, 46, 46, 
42, 43, 42, 48, 47, 46, 41, 43, 45, 41, 
44, 47, 44, 45, 40, 45, 46, 40, 46, 41, 
N=2048, 
92, 91, 94, 94, 92, 91, 93, 92, 94, 90, 
93, 92, 94, 93, 92, 94, 95, 93, 93, 94, 
92, 92, 93, 92, 94, 93, 93, 94, 93, 93, 
93, 91, 91, 93, 94, 93, 91, 91, 93, 92, 
92, 94, 93, 93, 91, 95, 93, 94, 94, 92, 
93, 92, 92, 91, 94, 91, 94, 93, 93, 94, 
93, 94, 91, 92, 98, 95, 94, 97, 93, 94, 
96, 92, 96, 94, 95, 95, 94, 95, 97, 97, 
97, 93, 96, 93, 96, 96, 94, 92, 92, 95, 
95, 93, 96, 95, 95, 94, 94, 94, 97, 157, 
