N=2, 
2878, 2806, 2843, 2801, 2803, 2804, 2803, 2800, 2798, 2809, 
2805, 2811, 2808, 2798, 2805, 2877, 2856, 2841, 2802, 2807, 
4651, 2861, 2865, 2862, 2864, 2866, 2855, 2864, 2856, 2801, 
2799, 2806, 2807, 2807, 2815, 2801, 2871, 2847, 2817, 2942, 
2971, 2808, 2808, 2858, 2861, 2855, 2850, 2856, 2858, 2863, 
2807, 2810, 2808, 2804, 2794, 2806, 2828, 2795, 2806, 2811, 
2809, 2799, 2802, 2801, 2801, 2940, 2801, 2847, 2810, 2838, 
2801, 2886, 2984, 2879, 2794, 2862, 2810, 2802, 2800, 2872, 
2859, 2860, 2862, 2861, 2858, 2861, 2864, 2801, 2800, 3155, 
2804, 2799, 2803, 2800, 2862, 2857, 2862, 2862, 2940, 2863, 
N=256, 
1876416, 1882771, 1882928, 1881861, 1882177, 1882671, 1883011, 1881096, 1884721, 1890550, 
1887644, 1885339, 1887936, 1892255, 1917582, 1895366, 1915287, 1934331, 1943994, 1902552, 
1949153, 1932943, 1934395, 1911708, 1922142, 1896089, 1899651, 1898366, 1900939, 1911310, 
1905850, 1900469, 1900733, 1901115, 1900907, 1896382, 1899189, 1900165, 1903495, 1900281, 
1890396, 1891819, 1897015, 1894212, 1889949, 1891710, 1896478, 1897257, 1893908, 1897186, 
1894186, 1892022, 1893408, 1892161, 1898327, 1895993, 1893787, 1893908, 1896282, 1896389, 
1896394, 1895705, 1894365, 1894516, 1896560, 1895667, 1892942, 1891399, 1892111, 1891843, 
1892013, 1891827, 1892144, 1889689, 1890305, 1890280, 1892770, 1890806, 1888133, 1891247, 
1896449, 1893190, 1892017, 1895382, 1895780, 1892679, 1892991, 1895759, 1897856, 1892254, 
1892771, 1891787, 1890907, 1891999, 1894512, 1894593, 1892352, 1892284, 1892722, 1892562, 
N=512, 
6190129, 6189998, 6176113, 6179738, 6181563, 6168578, 6178611, 6178890, 6177670, 6176446, 
6173480, 6176954, 6183651, 6181935, 6180993, 6184241, 6186230, 6232292, 6297003, 6296642, 
6236965, 6181421, 6175427, 6180645, 6318788, 6194760, 6188328, 6177256, 6181870, 6193401, 
6184718, 6179148, 6187084, 6177259, 6180751, 6177682, 6180271, 6183697, 6184910, 6183844, 
6181415, 6182258, 6186433, 6194585, 6187232, 6186835, 6187640, 6185085, 6175784, 6183204, 
6171754, 6175982, 6186401, 6181460, 6178837, 6175447, 6181233, 6184982, 6182108, 6182312, 
6182568, 6177670, 6169766, 6168634, 6172138, 6184261, 6184846, 6181497, 6177209, 6179629, 
6175990, 6177584, 6179473, 6184878, 6187170, 6305982, 6321672, 6331645, 6311752, 6233486, 
6250345, 6203773, 6193527, 6195528, 6179340, 6196256, 6190098, 6185724, 6179656, 6178088, 
6177563, 6175525, 6177258, 6174117, 6185772, 6191068, 6171328, 6271784, 6227174, 6192690, 
N=1024, 
22368927, 22359960, 22373800, 22324022, 22354878, 22376099, 22349316, 22454335, 22905533, 22512641, 
22424068, 22375091, 22406252, 22361153, 22368211, 22348809, 22379347, 22392382, 22354564, 22375876, 
22386629, 22365591, 22549533, 22385639, 22399336, 22348070, 22350355, 22355049, 22356628, 22365264, 
22403543, 22395009, 22383159, 22356864, 22364453, 22350676, 22344827, 22785471, 22744380, 22379900, 
22350926, 22369278, 22384474, 22344272, 22356916, 22390049, 22348464, 22363477, 22396882, 22423934, 
22373773, 22425242, 22388710, 22368917, 22421579, 22374536, 22384329, 22365385, 22365265, 22382746, 
22351170, 22393073, 22361496, 22361402, 22360851, 22338632, 22839759, 22633464, 22376567, 22392872, 
22404522, 22352165, 22385822, 22389341, 22365070, 22349783, 22397379, 22386389, 22392678, 22371127, 
22356314, 22620196, 22451398, 22388007, 22638789, 22350909, 22342967, 22331376, 22413086, 22371916, 
22339677, 22350559, 22337407, 22337213, 22357765, 22419197, 22343998, 22351512, 22333946, 22322501, 
N=2048, 
81318435, 81393923, 81548290, 81495903, 81278661, 81330633, 81367519, 82418107, 81486029, 81621655, 
81696540, 81474664, 81424748, 81505120, 81325644, 82351352, 81496279, 81468587, 81441146, 81569765, 
81485414, 82312296, 81433307, 81374906, 81305553, 81355524, 81388035, 82619281, 81381458, 81316937, 
81396782, 81538814, 81493559, 81504720, 81535627, 82329969, 81415414, 81355174, 81433195, 82053661, 
81416180, 81479406, 81417694, 81697402, 82931070, 81446046, 81590098, 81610344, 81407283, 81495366, 
81471806, 81751292, 81733265, 81473915, 81478468, 81501395, 81287898, 81414257, 81517194, 82201541, 
81685367, 81460438, 81324752, 81486487, 81460503, 81419414, 81476399, 81610223, 81890000, 81595276, 
81524923, 81550358, 82195021, 81591929, 81787702, 81714192, 81808433, 81732038, 81777762, 81711731, 
82638405, 81631725, 81740214, 81725735, 81841564, 81929292, 81826197, 81929939, 82792029, 82020559, 
81958349, 81952151, 82037290, 81957174, 81769455, 81986222, 82020789, 81855084, 81830313, 81867239, 
