98, 7728, 1211, 364, 0, 40, 
94, 7895, 1174, 376, 0, 41, 
92, 7592, 1140, 367, 0, 39, 
92, 7597, 1138, 439, 0, 41, 
92, 7636, 1137, 362, 0, 39, 
138, 7545, 1184, 364, 0, 39, 
93, 7720, 1189, 388, 0, 41, 
91, 7569, 1141, 365, 0, 39, 
92, 7530, 1167, 365, 0, 39, 
92, 7576, 1138, 361, 0, 39, 
92, 7641, 1150, 419, 0, 39, 
94, 7813, 1133, 367, 0, 39, 
92, 7489, 1209, 367, 0, 40, 
91, 7537, 1152, 400, 0, 39, 
90, 7539, 1120, 356, 0, 38, 
90, 7459, 1164, 354, 0, 38, 
90, 7468, 1120, 357, 0, 38, 
90, 7472, 1137, 356, 0, 68, 
89, 7406, 1112, 357, 0, 38, 
88, 7700, 1095, 381, 0, 38, 
90, 7415, 1114, 357, 0, 38, 
90, 7452, 1114, 355, 0, 38, 
90, 7416, 1111, 411, 0, 39, 
90, 7410, 1115, 354, 0, 38, 
91, 7538, 1138, 363, 0, 39, 
90, 7447, 1147, 360, 0, 38, 
90, 7482, 1114, 354, 0, 87, 
89, 7440, 1112, 358, 0, 39, 
90, 7776, 1202, 381, 0, 38, 
89, 7396, 1144, 357, 0, 39, 
90, 7513, 1198, 357, 0, 38, 
90, 7398, 1156, 355, 0, 38, 
89, 7506, 1288, 357, 0, 38, 
91, 7502, 1137, 364, 0, 39, 
90, 7412, 1118, 354, 0, 38, 
90, 7345, 1118, 359, 0, 38, 
89, 7476, 1107, 358, 0, 38, 
126, 7585, 1179, 355, 0, 38, 
90, 7439, 1113, 356, 0, 38, 
90, 7423, 1119, 357, 0, 38, 
90, 7456, 1111, 431, 0, 38, 
89, 7656, 1159, 358, 0, 39, 
90, 7399, 1121, 357, 0, 38, 
125, 7362, 1164, 357, 0, 38, 
90, 7389, 1118, 356, 0, 38, 
88, 7698, 1123, 355, 0, 39, 
90, 7420, 1164, 357, 0, 38, 
92, 7650, 1269, 355, 0, 38, 
90, 7372, 1159, 357, 0, 39, 
90, 7410, 1119, 359, 0, 38, 
91, 7501, 1174, 363, 0, 39, 
94, 7720, 1213, 372, 0, 40, 
90, 7427, 1159, 357, 0, 38, 
90, 7439, 1129, 359, 0, 38, 
88, 7705, 1158, 383, 0, 38, 
90, 7715, 1141, 363, 0, 39, 
90, 7408, 1110, 358, 0, 38, 
90, 7466, 1110, 357, 0, 38, 
89, 7407, 1117, 354, 0, 38, 
90, 7466, 1118, 358, 0, 39, 
89, 7399, 1167, 354, 0, 38, 
90, 7379, 1108, 358, 0, 38, 
90, 7393, 1111, 355, 0, 38, 
89, 7542, 1136, 360, 0, 40, 
90, 7434, 1117, 406, 0, 38, 
89, 7432, 1119, 357, 0, 38, 
90, 7407, 1291, 356, 0, 39, 
90, 7425, 1112, 359, 0, 39, 
89, 7415, 1109, 355, 0, 38, 
89, 7410, 1116, 358, 0, 38, 
90, 7412, 1148, 358, 0, 38, 
90, 7483, 1147, 357, 0, 39, 
89, 7424, 1216, 437, 0, 56, 
90, 7398, 1114, 356, 0, 38, 
93, 7508, 1189, 358, 0, 38, 
90, 7370, 1144, 356, 0, 39, 
90, 7381, 1147, 356, 0, 39, 
90, 7415, 1126, 355, 0, 38, 
89, 7376, 1114, 356, 0, 39, 
127, 7573, 1170, 364, 0, 39, 
92, 8038, 1151, 359, 0, 39, 
91, 7708, 1155, 354, 0, 38, 
93, 7614, 1164, 370, 0, 40, 
141, 7361, 1159, 358, 0, 39, 
110, 7620, 1409, 399, 0, 41, 
90, 7412, 1113, 357, 0, 39, 
89, 7474, 1107, 358, 0, 38, 
90, 7378, 1114, 358, 0, 38, 
89, 7397, 1118, 354, 0, 38, 
90, 7383, 1112, 357, 0, 38, 
90, 7344, 1149, 357, 0, 38, 
90, 7418, 1109, 409, 0, 38, 
90, 7748, 1115, 404, 0, 39, 
90, 7486, 1173, 357, 0, 39, 
119, 7491, 1295, 358, 0, 39, 
90, 7410, 1115, 360, 0, 38, 
90, 7541, 1112, 355, 0, 38, 
91, 7483, 1182, 355, 0, 38, 
90, 7507, 1111, 425, 0, 38, 
90, 7444, 1111, 356, 0, 38, 
