N=128, 
216695, 217535, 214453, 210365, 215445, 210516, 210364, 214105, 212421, 211091, 
211286, 212027, 213584, 211890, 210175, 213312, 215251, 214331, 212048, 212171, 
210008, 212509, 210703, 209899, 209972, 209554, 210289, 210019, 210570, 209399, 
211759, 210034, 209665, 210427, 211597, 206521, 206455, 206587, 206167, 207090, 
208769, 207223, 210019, 209930, 214122, 211457, 207320, 206357, 207929, 210172, 
207755, 207898, 208299, 207720, 206823, 205619, 211862, 206062, 208880, 208122, 
207710, 207294, 210589, 206259, 206498, 206666, 206565, 206084, 207941, 207032, 
205999, 207314, 206584, 206939, 207555, 205718, 205775, 206149, 205616, 205871, 
206161, 208913, 206145, 206609, 206273, 207644, 213582, 207460, 205805, 205695, 
207580, 206434, 206392, 212128, 206203, 218499, 205565, 207630, 205889, 206016, 

N=256, 
439347, 436079, 439114, 439357, 442365, 446600, 437564, 435835, 441938, 440315, 
436965, 449920, 435398, 439343, 437575, 435551, 435635, 453703, 444302, 439574, 
437981, 434872, 436660, 438251, 438425, 435095, 438121, 435461, 445855, 437309, 
437919, 443073, 442705, 436402, 437344, 441308, 434111, 453356, 432629, 434671, 
431897, 430000, 442003, 433067, 441036, 436788, 438170, 435494, 449058, 449146, 
444556, 460036, 444495, 448658, 456567, 451972, 446032, 445284, 451498, 452293, 
446975, 449231, 449560, 450730, 447439, 443648, 444341, 446753, 449132, 444170, 
446072, 445547, 447359, 446091, 444912, 447433, 447391, 443198, 435710, 438093, 
435742, 434641, 438780, 435994, 431955, 428368, 431300, 435540, 434615, 448243, 
439736, 435876, 437668, 436288, 435720, 437654, 439578, 437053, 436256, 444252, 

N=512, 
1023488, 1010200, 1011009, 1013322, 1015049, 1021333, 1012810, 1013875, 1014405, 991125, 
995813, 994547, 994870, 996071, 1002348, 992504, 992768, 990060, 988995, 994056, 
1018696, 1022221, 1013511, 1013588, 1019812, 1014482, 1020716, 1009986, 1011947, 1008825, 
996491, 1001968, 1006798, 990437, 992567, 991756, 1027542, 986183, 998709, 994217, 
1000283, 995980, 996743, 993620, 995128, 990727, 990466, 994858, 993818, 1004125, 
996047, 991634, 996551, 1025336, 1003866, 994493, 993532, 990342, 991640, 992359, 
1006737, 1032282, 1005646, 1012572, 1006457, 1010336, 1024327, 1017554, 1011981, 1010309, 
995659, 1024305, 998452, 993811, 1027148, 1000767, 998215, 998177, 985181, 989251, 
990048, 991966, 980709, 991944, 993606, 993581, 988863, 989258, 1025456, 1000060, 
989503, 1010197, 1012623, 1015826, 1008804, 1020953, 1011984, 1014010, 1017287, 1022955, 

N=1024, 
2563049, 2551289, 2564831, 2593859, 2590796, 2564522, 2557364, 2537919, 2550698, 2584779, 
2599127, 2600957, 2574021, 2539382, 2547555, 2549777, 2548052, 2544000, 2547655, 2567552, 
2539805, 2546222, 2540227, 2552334, 2570050, 2585055, 2591506, 2609963, 2576034, 2546720, 
2547555, 2546868, 2547700, 2551137, 2594538, 2598486, 2610482, 2571098, 2554461, 2535412, 
2568696, 2592968, 2607328, 2575136, 2535677, 2545852, 2535661, 2561381, 2590718, 2595121, 
2570345, 2539897, 2535001, 2557062, 2535545, 2537606, 2544100, 2541310, 2530256, 2540022, 
2524911, 2515071, 2577424, 2589921, 2592017, 2560835, 2532321, 2511543, 2521928, 2564806, 
2538905, 2536924, 2564528, 2604886, 2594376, 2552348, 2540913, 2543750, 2579272, 2589849, 
2593328, 2552762, 2518212, 2558104, 2567565, 2577192, 2591064, 2608931, 2554614, 2538664, 
2545724, 2546094, 2538176, 2540884, 2546142, 2548917, 2539451, 2538036, 2564091, 2570002, 

N=2048, 
7600053, 7476149, 7548511, 7574836, 7564273, 7598707, 7541322, 7573893, 7486747, 7476589, 
7537943, 7558044, 7475564, 7548199, 7592247, 7546941, 7571075, 7553545, 7586095, 7484154, 
7480557, 7558195, 7631084, 7495278, 7559651, 7615605, 7586558, 7572968, 7582750, 7485824, 
7468676, 7489235, 7542743, 7554286, 7512391, 7583683, 7550723, 7600843, 7531969, 7582685, 
7485639, 7475842, 7507484, 7619035, 7479192, 7570630, 7581817, 7545508, 7579500, 7557224, 
7578051, 7493662, 7473443, 7546490, 7602610, 7497832, 7537768, 7572685, 7571041, 7508753, 
7580837, 7496830, 7477464, 7489818, 7560907, 7562009, 7477973, 7571138, 7571838, 7581866, 
7510083, 7560051, 7490526, 7510657, 7490931, 7547377, 7573477, 7566143, 7588084, 7559526, 
7571340, 7531359, 7613073, 7509470, 7471832, 7482023, 7614472, 7466513, 7555865, 7573783, 
7552571, 7594173, 7543485, 7474111, 7479340, 7478876, 7552464, 7567391, 7485118, 7555591, 

