182, 36931, 2883, 0, 2442, 80, 
187, 36876, 2547, 0, 2446, 81, 
182, 36186, 2485, 0, 2437, 78, 
182, 36455, 2568, 0, 2492, 94, 
183, 36253, 2555, 0, 2448, 78, 
183, 36303, 2485, 0, 2429, 78, 
182, 36294, 2505, 0, 2451, 78, 
185, 36509, 2527, 0, 2383, 78, 
183, 36208, 2461, 0, 2379, 78, 
183, 36327, 2453, 0, 2389, 78, 
194, 37906, 2550, 0, 2417, 91, 
182, 36382, 2454, 0, 2416, 78, 
250, 36787, 2509, 0, 2450, 78, 
183, 36218, 2709, 0, 2396, 79, 
186, 35861, 2455, 0, 2633, 77, 
179, 35737, 2483, 0, 2378, 76, 
179, 36303, 2409, 0, 2344, 76, 
179, 35939, 2776, 0, 2415, 77, 
179, 35930, 2502, 0, 2405, 76, 
178, 36058, 2469, 0, 2379, 76, 
178, 35735, 2481, 0, 2397, 115, 
178, 36066, 2400, 0, 2331, 76, 
178, 35953, 2588, 0, 2394, 76, 
179, 35783, 2588, 0, 2332, 76, 
179, 35487, 2433, 0, 2399, 76, 
179, 36027, 2404, 0, 2335, 76, 
190, 36800, 2499, 0, 2396, 80, 
179, 36126, 2506, 0, 2374, 77, 
179, 35796, 2444, 0, 2446, 76, 
179, 35434, 2432, 0, 2400, 76, 
179, 35727, 2457, 0, 2399, 76, 
179, 35571, 2443, 0, 2330, 76, 
179, 35389, 2467, 0, 2333, 76, 
178, 35452, 2440, 0, 2367, 76, 
179, 35548, 2425, 0, 2381, 76, 
178, 35298, 2406, 0, 2362, 76, 
175, 37284, 2583, 0, 2337, 74, 
178, 36035, 2458, 0, 2483, 76, 
246, 35484, 2403, 0, 2331, 76, 
179, 35685, 2405, 0, 2363, 76, 
178, 35529, 2469, 0, 2362, 76, 
178, 35764, 2420, 0, 2385, 76, 
179, 35921, 2404, 0, 2335, 76, 
179, 35511, 2461, 0, 2436, 76, 
178, 35469, 2398, 0, 2332, 76, 
179, 37106, 2465, 0, 2419, 76, 
179, 35613, 2629, 0, 2327, 76, 
203, 35513, 2390, 0, 2365, 76, 
179, 35493, 2403, 0, 2410, 79, 
178, 35548, 2453, 0, 2390, 76, 
179, 35908, 2474, 0, 2365, 92, 
178, 36110, 2406, 0, 2340, 76, 
179, 35758, 2459, 0, 2416, 76, 
178, 35883, 2495, 0, 2373, 76, 
176, 36713, 2617, 0, 2586, 89, 
179, 35485, 2433, 0, 2368, 76, 
179, 35661, 2501, 0, 2329, 76, 
179, 36648, 2498, 0, 2393, 77, 
179, 35705, 2481, 0, 2370, 76, 
180, 37784, 2518, 0, 2481, 80, 
179, 36063, 2456, 0, 2361, 77, 
179, 35433, 2428, 0, 2517, 76, 
178, 35847, 2492, 0, 2373, 76, 
180, 35922, 2470, 0, 2420, 76, 
179, 35891, 2408, 0, 2362, 76, 
193, 35633, 2407, 0, 2332, 76, 
179, 35722, 2467, 0, 2395, 76, 
179, 35495, 2453, 0, 2378, 76, 
178, 35609, 2460, 0, 2396, 76, 
178, 35593, 2402, 0, 2340, 76, 
178, 35876, 2459, 0, 2398, 76, 
178, 35808, 2466, 0, 2380, 76, 
193, 35790, 2394, 0, 2335, 76, 
179, 35706, 2431, 0, 2377, 76, 
179, 35675, 2448, 0, 2504, 76, 
178, 35657, 2596, 0, 2372, 76, 
179, 36160, 2394, 0, 2432, 76, 
181, 35975, 2456, 0, 2373, 77, 
179, 35526, 2458, 0, 2335, 76, 
179, 36068, 2455, 0, 2382, 76, 
206, 36554, 2557, 0, 2394, 77, 
179, 35752, 2451, 0, 2390, 76, 
179, 35594, 2447, 0, 2358, 76, 
178, 35854, 2430, 0, 2458, 76, 
182, 35671, 2426, 0, 2390, 77, 
179, 35878, 2484, 0, 2399, 76, 
178, 35703, 2398, 0, 2340, 76, 
195, 35891, 2392, 0, 2466, 76, 
179, 35698, 2397, 0, 2364, 77, 
182, 36099, 2463, 0, 2335, 76, 
178, 35508, 2448, 0, 2332, 76, 
179, 35682, 2409, 0, 2329, 76, 
179, 35580, 2448, 0, 2334, 76, 
179, 35506, 2436, 0, 2328, 76, 
179, 35676, 2439, 0, 2371, 76, 
182, 36377, 2506, 0, 2382, 78, 
203, 36795, 2578, 0, 2457, 80, 
178, 35517, 2454, 0, 2328, 77, 
179, 35613, 2614, 0, 2367, 76, 
179, 36238, 2453, 0, 2459, 76, 
