N=128, 
15, 14, 13, 14, 16, 14, 13, 14, 13, 14, 
14, 13, 13, 13, 13, 14, 13, 14, 14, 13, 
12, 14, 14, 17, 12, 12, 14, 15, 13, 14, 
14, 13, 13, 11, 12, 13, 13, 12, 13, 14, 
12, 12, 16, 12, 14, 13, 16, 13, 13, 13, 
13, 12, 14, 13, 13, 13, 12, 15, 11, 13, 
12, 14, 13, 13, 12, 12, 12, 12, 16, 15, 
12, 13, 14, 12, 13, 13, 13, 12, 14, 17, 
14, 14, 14, 13, 13, 12, 13, 12, 13, 12, 
11, 17, 14, 15, 17, 17, 17, 17, 16, 15, 
N=256, 
35, 33, 32, 30, 36, 36, 33, 34, 33, 37, 
32, 33, 39, 33, 34, 34, 33, 31, 31, 35, 
32, 30, 72, 31, 31, 31, 33, 33, 33, 33, 
31, 28, 51, 27, 29, 28, 29, 29, 31, 30, 
27, 30, 28, 31, 31, 30, 31, 32, 29, 31, 
28, 31, 30, 29, 30, 30, 28, 31, 29, 32, 
28, 29, 28, 33, 28, 30, 26, 29, 30, 31, 
30, 31, 31, 28, 28, 29, 30, 28, 28, 44, 
30, 27, 33, 29, 30, 27, 31, 29, 31, 31, 
31, 31, 30, 30, 29, 29, 29, 28, 31, 35, 
N=512, 
